-40.343, -57.441, 72.506
-38.411, -57.955, 91.644
-36.469, -58.434, 100
-34.512, -58.847, 100
-32.553, -59.248, 100
-30.581, -59.582, 100
-28.609, -59.912, 100
-26.627, -60.185, 100
-24.645, -60.452, 100
-22.658, -60.677, 100
-20.669, -60.884, 100
-18.678, -61.074, 100
-16.684, -61.225, 100
-14.69, -61.377, 100
-12.693, -61.488, 100
-10.695, -61.588, 100
-8.698, -61.682, 100
-6.698, -61.733, 100
-4.699, -61.784, 100
-2.699, -61.822, 100
-0.699, -61.827, 100
1.301, -61.832, 100
3.3, -61.823, 100
5.3, -61.783, 100
7.3, -61.744, 100
9.299, -61.697, 100
11.297, -61.615, 100
13.296, -61.533, 100
15.294, -61.452, 100
17.291, -61.334, 100
19.287, -61.211, 100
21.283, -61.088, 100
23.278, -60.949, 100
25.271, -60.787, 100
27.265, -60.625, 100
29.258, -60.462, 100
31.249, -60.269, 98.607
33.239, -60.069, 95.996
35.229, -59.868, 93.313
37.219, -59.667, 90.55
39.206, -59.441, 87.7
41.121, -58.919, 84.777
42.979, -58.178, 81.726
44.813, -57.381, 78.557
46.622, -56.528, 75.254
48.391, -55.596, 71.8
50.109, -54.573, 68.172
51.752, -53.434, 64.339
53.288, -52.154, 60.264
54.676, -50.716, 55.894
55.874, -49.117, 51.152
56.84, -47.368, 45.924
57.583, -45.512, 49.254
58.125, -43.588, 60.982
58.521, -41.628, 58.946
58.819, -39.65, 54.467
59.057, -37.665, 49.585
59.268, -35.676, 44.167
59.473, -33.686, 37.983
59.689, -31.698, 30.573
59.926, -29.712, 20.656
60.148, -28.047, 0
60.148, -28.047, 0
62.791, -8.222, 0
endData
127
100
200
-58, 42, 2.048, 31.379, -11.482, 32.44, -9.89, 18.645
-9.89, 18.645, -10.156, -8.415, -10.156, -8.415, -10.421, -35.475
-10.421, -35.475, -86.561, -36.537, -61.888, -71.29, 39.985, -59.352
39.985, -59.352, 60.678, -51.658, 57.76, -45.026, 60.148, -28.047
#PATH.JERRYIO-DATA {"appVersion":"0.5.1","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"VIDPn0duLf","x":-58,"y":42,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"3zhLI3ofjS","x":2.048082552693216,"y":31.379171545667443,"lock":false,"visible":true,"__type":"control"},{"uid":"WfiYZMn5Jp","x":-11.481996487119432,"y":32.44035421545668,"lock":false,"visible":true,"__type":"control"},{"uid":"BtMO0WoK2X","x":-9.890222482435592,"y":18.644979508196716,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"iTmgERpKSI"},{"controls":[{"uid":"BtMO0WoK2X","x":-9.890222482435592,"y":18.644979508196716,"lock":false,"visible":true,"heading":180,"__type":"end-point"},{"uid":"93VegqLxF8","x":-10.420813817330204,"y":-35.47533665105387,"lock":false,"visible":true,"heading":270,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"tJXsluFpvK"},{"controls":[{"uid":"93VegqLxF8","x":-10.420813817330204,"y":-35.47533665105387,"lock":false,"visible":true,"heading":270,"__type":"end-point"},{"uid":"NJIYfddP76","x":-86.56067037470726,"y":-36.536519320843105,"lock":false,"visible":true,"__type":"control"},{"uid":"2zBrey2vkD","x":-61.88817330210771,"y":-71.29025175644031,"lock":false,"visible":true,"__type":"control"},{"uid":"XD7Dh9z1lR","x":39.98536299765809,"y":-59.351946721311485,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"E3vb3B3nzM"},{"controls":[{"uid":"XD7Dh9z1lR","x":39.98536299765809,"y":-59.351946721311485,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"N72ZeVzdup","x":60.67842505854803,"y":-51.65837236533959,"lock":false,"visible":true,"__type":"control"},{"uid":"AtjEWzi1DU","x":57.76017271662764,"y":-45.02598067915693,"lock":false,"visible":true,"__type":"control"},{"uid":"h8wT9WLPRb","x":60.148,"y":-28.047057962529284,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"YB7reLzd3h"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.8},"maxDecelerationRate":127},"name":"Path","uid":"OWhxY89Dkf","lock":false,"visible":true}]}
